"track_name","track_artist","playlist_genre","cluster","predicted_genre","genre_match"
"El Listón De Tu Pelo","Los Ángeles Azules","latin","4","pop",FALSE
"Charm","Rema","ambient","4","pop",FALSE
"Magician (feat. J Milla & Yung L)","Ice Prince, J-Milla, Yung L","ambient","4","pop",FALSE
"Big Big Things (feat. Kizz Daniel & Seyi Vibez)","Young Jonn, Kizz Daniel, Seyi Vibez","arabic","4","pop",FALSE
"Gata Only (Remix)","FloyyMenor, Ozuna, Anitta","latin","4","pop",FALSE
"PELIGROSA","FloyyMenor","latin","4","pop",FALSE
"U (JUJU) (feat. Skepta)","Davido, Skepta","ambient","4","pop",FALSE
"Barcelona","Alan Walker, Ina Wroldsen","pop","4","pop",TRUE
"REINA","Mora, SAIKO","latin","4","pop",FALSE
"Payal","Yo Yo Honey Singh, Paradox","hip-hop","4","pop",FALSE
"Edge of Seventeen - 2016 Remaster","Stevie Nicks","rock","4","pop",FALSE
"BaTachti","Dovid Lowy","world","4","pop",FALSE
"Just Another Daydream","Jacob Reddy","rock","4","pop",FALSE
"Ojos Vicheros","Quantic, Nidia Gongora","brazilian","4","pop",FALSE
"HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX","Travis Scott, ROSALÍA, Lil Baby","arabic","4","pop",FALSE
"Chaneinu","Moshe Lang, Waterbury Mesivta, Sruli, Moyo","world","4","pop",FALSE
"Coco Chanel","Eladio Carrion, Bad Bunny","latin","4","pop",FALSE
"Prego Batido","Bernadete França","brazilian","4","pop",FALSE
"Mili Deshtuta - Crazy Stuff","Thank You Hashem, DJ Farbreng, Moshe Storch, Mikey Mause","world","4","pop",FALSE
"Ô Sertão","Ó Do Forró","brazilian","4","pop",FALSE
"Baião Destemperado","Barbatuques","brazilian","4","pop",FALSE
"Bate no Pandeiro","Ó Do Forró","brazilian","4","pop",FALSE
"Tarot","Bad Bunny, JHAYCO","latin","4","pop",FALSE
"Abc do Sertão","Bicho de Pé","brazilian","4","pop",FALSE
"MEMORIAS","Mora, JHAYCO","latin","4","pop",FALSE
"Bença","Juliette","brazilian","4","pop",FALSE
"Out My Hair","Mack Keane","soul","4","pop",FALSE
"Despedida","Thais Nogueira","brazilian","4","pop",FALSE
"Yonaguni","Bad Bunny","latin","4","pop",FALSE
"Many Ways (feat. Wizkid)","Bnxn, Wizkid","arabic","4","pop",FALSE
"Tem Quem Reze por Mim","Trio Juazeiro","brazilian","4","pop",FALSE
"Set Me Free","DeScribe","world","4","pop",FALSE
"alone","Tiana Major9","soul","4","pop",FALSE
"Quer Mais um Pouquinho","Ó Do Forró","brazilian","4","pop",FALSE
"Rose Tattoo","Dropkick Murphys","punk","4","pop",FALSE
"Sexy to Someone","Clairo","pop","4","pop",TRUE
"A Tu Merced","Bad Bunny","latin","4","pop",FALSE
"Si Veo a Tu Mamá","Bad Bunny","latin","4","pop",FALSE
"Drunken Sailor","Blaggards","punk","4","pop",FALSE
"Yo Perreo Sola","Bad Bunny","latin","4","pop",FALSE
"See You Again (feat. Kali Uchis)","Tyler, The Creator, Kali Uchis","hip-hop","4","pop",FALSE
"The Worst Day Since Yesterday","Flogging Molly","punk","4","pop",FALSE
"magic","strongboi","pop","4","pop",TRUE
"Tired Boy","Sunday (1994)","pop","4","pop",TRUE
"dirty dancer","Orion Sun","pop","4","pop",TRUE
"apart of me","Takayoshi","pop","4","pop",TRUE
"Verte Ir","DJ Luian, Mambo Kingz, Anuel AA, Nicky Jam, Darell, Brytiago","latin","4","pop",FALSE
"Morning Sex","Ralph Castelli","pop","4","pop",TRUE
"Falling Down (with Nick Hexum of 311)","Tropidelic, 311","reggae","4","pop",FALSE
"512","Mora, JHAYCO","latin","4","pop",FALSE
"Ay Vamos","J Balvin","latin","4","pop",FALSE
"Borro Cassette","Maluma","latin","4","pop",FALSE
"6 AM","J Balvin, Farruko","latin","4","pop",FALSE
"Heaven","Clairo","pop","4","pop",TRUE
"Call Me Up","daydreamers","pop","4","pop",TRUE
"No Es Justo","J Balvin, Zion & Lennox","latin","4","pop",FALSE
"Una Vez","Bad Bunny, Mora","latin","4","pop",FALSE
"Una Locura","Ozuna, J Balvin, Chencho Corleone","latin","4","pop",FALSE
"Walala Wasala","Sam Deep, Zuma, LeeMcKrazy, The Bless","afrobeats","4","pop",FALSE
"Creep","Radiohead","rock","4","pop",FALSE
"EL MAKINON","KAROL G, Mariah Angeliq","latin","4","pop",FALSE
"Pepas","Farruko","latin","4","pop",FALSE
"ALMAS GEMELAS","Myke Towers","latin","4","pop",FALSE
"Bitter Sweet Symphony","The Verve","rock","4","pop",FALSE
"Lo Siento BB:/ (with Bad Bunny & Julieta Venegas)","Tainy, Bad Bunny, Julieta Venegas","latin","4","pop",FALSE
"MAMIII","Becky G, KAROL G","latin","4","pop",FALSE
"Desesperados","Rauw Alejandro, Chencho Corleone","latin","4","pop",FALSE
"Losing My Religion","R.E.M.","rock","4","pop",FALSE
"Rescue Light","Hurricane on Saturn","rock","4","pop",FALSE
"Moscow Mule","Bad Bunny","latin","4","pop",FALSE
"YOUtopia","Bring Me The Horizon","rock","4","pop",FALSE
"Perfect Soul","Spiritbox","rock","4","pop",FALSE
"Hell You Call A Dream","The Warning","rock","4","pop",FALSE
"¿Qué Nos Pasó?","Anuel AA","latin","4","pop",FALSE
"LA INOCENTE","Mora, Feid","latin","4","pop",FALSE
"TAKE ME IN","blink-182","rock","4","pop",FALSE
"SPECIALZ","King Gnu","j-pop","4","pop",FALSE
"廻廻奇譚","Eve","j-pop","4","pop",FALSE
"ミックスナッツ","OFFICIAL HIGE DANDISM","j-pop","4","pop",FALSE
"QUEMA","Ryan Castro, Peso Pluma, SOG","latin","4","pop",FALSE
"LALA","Myke Towers","latin","4","pop",FALSE
"Lollipop","Darell","latin","4","pop",FALSE
"Pa Ti Estoy","Ozuna, Anuel AA, Chris Jedi","latin","4","pop",FALSE
"Corazón Roto - Remix","Brray, JHAYCO, Ryan Castro","latin","4","pop",FALSE
"El Efecto - Remix","Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex","latin","4","pop",FALSE
"Always, Everytime","The Wrecks","rock","4","pop",FALSE
"Pot-Pourri: Eu Não Sou o Que Ela Pensou/ Não Fique a Se Torturar/ Vai Pro Lado de Lá","Arlindo Cruz & Sombrinha","brazilian","4","pop",FALSE
"Nada","Cazzu, Lyanno, Rauw Alejandro, Dalex","latin","4","pop",FALSE
"Santa","Rvssian, Rauw Alejandro, Ayra Starr","latin","4","pop",FALSE
"Da Música","Arlindo Cruz & Sombrinha","brazilian","4","pop",FALSE
"The Rumbling (Attack on Titan)","Ryuven, Ner Leva","metal","4","pop",FALSE
"Painkiller","Judas Priest","metal","4","pop",FALSE
"SI NO ES CONTIGO","Cris Mj","latin","4","pop",FALSE
"Gata Only","FloyyMenor, Cris Mj","latin","4","pop",FALSE
"ELOVRGA","Alex Favela, Grupo Marca Registrada, Joaquin Medina","latin","4","pop",FALSE
"When You're Gone","Avril Lavigne","punk","4","pop",FALSE
"Si Antes Te Hubiera Conocido","KAROL G","latin","4","pop",FALSE
"Addicted","Simple Plan","punk","4","pop",FALSE
"Helpless","Andreas Moe","pop","4","pop",TRUE
"It Ends Tonight","The All-American Rejects","punk","4","pop",FALSE
"APAGA EL CEL","FloyyMenor, Lewis Somes","latin","4","pop",FALSE
"CLASSY 101","Feid, Young Miko","latin","4","pop",FALSE
"LUNA","Feid, ATL Jacob","latin","4","pop",FALSE
"TU TA RICA","FloyyMenor, Lewis Somes","latin","4","pop",FALSE
"Parado no Bailão","MC L da Vinte, MC Gury","brazilian","4","pop",FALSE
"ICONIC","Raaban, Julie Bergan","pop","4","pop",TRUE
"BRAZILIAN DANÇA PHONK","6YNTHMANE, RXDXVIL","brazilian","4","pop",FALSE
"MONTAGEM - PR FUNK","S3BZS, Mc Gw, Mc Menor Do Alvorada","brazilian","4","pop",FALSE
"Faz um Vuk Vuk (Teto Espelhado)","MC Kevin o Chris, Dj Nk Da Serra, Mc Magrinho","brazilian","4","pop",FALSE
"Tell Mama","ALMA","pop","4","pop",TRUE
"Soledad","Westlife, Bernard Löhr","blues","4","pop",FALSE
"Swear It Again - Radio Edit","Westlife","blues","4","pop",FALSE
"THE BOX MEDLEY FUNK 2","THE BOX, Mc Brinquedo, MC Cebezinho, MC Tuto, Mc Laranjinha, DJ Oreia","brazilian","4","pop",FALSE
"Flying Without Wings","Westlife","blues","4","pop",FALSE
"Sawa","Ahmed Spins, Idd Aziz","electronic","4","pop",FALSE
"Tá OK","DENNIS, MC Kevin o Chris","brazilian","4","pop",FALSE
"24 Hours","Agnes","pop","4","pop",TRUE
"Life for Rent","Dido","blues","4","pop",FALSE
"För bra för att vara sant","Arwin","pop","4","pop",TRUE
"Geçiyor Zaman","Semicenk","turkish","4","pop",FALSE
"Kader Sağ Olsun","Semicenk","turkish","4","pop",FALSE
"Rain, Tax (It's Inevitable)","Céline Dion","blues","4","pop",FALSE
"Lonely","LIAMOO","pop","4","pop",TRUE
"Kafamın İçi","Ebru Yaşar, Siyam, Zeyd","turkish","4","pop",FALSE
"Do It To Me","Lionel Richie","blues","4","pop",FALSE
"Self Care","Mac Miller","hip-hop","4","pop",FALSE
"I'm Good Luv, Enjoy.","Aaron May","hip-hop","4","pop",FALSE
"Timeless (with Playboi Carti)","The Weeknd, Playboi Carti","hip-hop","4","pop",FALSE
"Where I Belong","NSH","electronic","4","pop",FALSE
"Hazel Hall","Motrik","rock","4","pop",FALSE
"Jukebox Joints (feat. Joe Fox & Kanye West)","A$AP Rocky, Joe Fox, Kanye West","hip-hop","4","pop",FALSE
"Kärlekssjuk","HON","pop","4","pop",TRUE
"Million Memories","Thierry Von Der Warth, Thomas Geelens","electronic","4","pop",FALSE
"I Just Called To Say I Love You","Stevie Wonder","korean","4","pop",FALSE
"Devil In A New Dress","Kanye West, Rick Ross","hip-hop","4","pop",FALSE
"My Girl","Mayflower","rock","4","pop",FALSE
"Go Flex","Post Malone","hip-hop","4","pop",FALSE
"För mig själv","Alex Järvi","pop","4","pop",TRUE
"Waiting","Grimm Jack","rock","4","pop",FALSE
"let go","Andreas Wijk","pop","4","pop",TRUE
"If It Weren’t For You","Christopher","pop","4","pop",TRUE
"Diskotek","Jesper Jenset, vinni","pop","4","pop",TRUE
"What You Know (feat. Levka Rey)","KHEMIS, BNHM, Levka Rey","electronic","4","pop",FALSE
"It Was A Good Day","Ice Cube","hip-hop","4","pop",FALSE
"WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign)","Tyler, The Creator, YoungBoy Never Broke Again, Ty Dolla $ign","hip-hop","4","pop",FALSE
"Hard To Handle","The Black Crowes","rock","4","pop",FALSE
"a lot","21 Savage","hip-hop","4","pop",FALSE
"Flashing Lights","Kanye West, Dwele","hip-hop","4","pop",FALSE
"Kerosene","Miranda Lambert","rock","4","pop",FALSE
"Walk On Water","Gretchen Wilson","rock","4","pop",FALSE
"Helmet","Steve Lacy","rock","4","pop",FALSE
"Ain't Much Left of Me","Blackberry Smoke","rock","4","pop",FALSE
"Januari","L1NA","pop","4","pop",TRUE
"Don't Misunderstand Me","Rossington Collins Band","rock","4","pop",FALSE
"Start Walking","Tove Styrke","pop","4","pop",TRUE
"Høyt over havet","Chris Holsten","pop","4","pop",TRUE
"Bon Voyage","Dotter","pop","4","pop",TRUE
"Break from Toronto","PARTYNEXTDOOR","hip-hop","4","pop",FALSE
"You Know How We Do It","Ice Cube","hip-hop","4","pop",FALSE
"Sista sommaren","Thomas Stenström","pop","4","pop",TRUE
"Aldrig säga aldrig","Felicia Takman","pop","4","pop",TRUE
"The State Of Massachusetts","Dropkick Murphys","punk","4","pop",FALSE
"Providence","Poor Man's Poison","folk","4","pop",FALSE
"What You Were Made For","Måns Zelmerlöw","pop","4","pop",TRUE
"Fint i mörker","Veronica Maggio","pop","4","pop",TRUE
"Piece of My Heart (feat. Brent Faiyaz)","Wizkid, Brent Faiyaz","ambient","4","pop",FALSE
"MMS","Asake, Wizkid","ambient","4","pop",FALSE
"Awolowo","Fido","ambient","4","pop",FALSE
"Saknar inte dig - Moonshine Remix","ALMEA, Moonshine","pop","4","pop",TRUE
"想念你想我","Eric Chou","mandopop","4","pop",FALSE
"Lonely At The Top","Asake","ambient","4","pop",FALSE
"Icarus (feat. Julie Elven)","Iván Torrent, Julie Elven","classical","4","pop",FALSE
"Soweto (with Don Toliver, Rema & Tempoe)","Victony, Rema, Tempoe, Don Toliver","ambient","4","pop",FALSE
"Rush","Ayra Starr","ambient","4","pop",FALSE
"Free Mind","Tems","ambient","4","pop",FALSE
"Essence (feat. Tems)","Wizkid, Tems","ambient","4","pop",FALSE
"Ihana kipu","VIIVI, Robin Packalen","pop","4","pop",TRUE
"Om inte du (feat. Rasmus Wahlgren)","Emilia Pantic, Rasmus Wahlgren","pop","4","pop",TRUE
"我對你的愛沒有盡頭","蕭秉治","mandopop","4","pop",FALSE
"泡沫","李浩瑋 Howard Lee, Patrick Brasca","mandopop","4","pop",FALSE
"KU LO SA - A COLORS SHOW","Oxlade","ambient","4","pop",FALSE
"Pano Tona","Kizz Daniel, Adekunle Gold","ambient","4","pop",FALSE
"Are you there?","Ayo Maff","ambient","4","pop",FALSE
"Dansa fult","Felicia Takman","pop","4","pop",TRUE
"Take Me Away","Tomatow, Cosmowave","electronic","4","pop",FALSE
"N-Y-T","Benjamin","pop","4","pop",TRUE
"Take Me To Church","Hozier","ambient","4","pop",FALSE
"cardigan","Taylor Swift","ambient","4","pop",FALSE
"The Rebel Path","P.T. Adamczyk","gaming","4","pop",FALSE
"傾斜","Sandy Lam, Wong Kei Wah","cantopop","4","pop",FALSE
"Lättdistraherad","Dotter","pop","4","pop",TRUE
"Me Gusta","Gretch'N","latin","4","pop",FALSE
"idfc","blackbear","ambient","4","pop",FALSE
"Till Solen Brinner Ut","Rymdpojken","pop","4","pop",TRUE
"It Ain't You","Hedda Mae","pop","4","pop",TRUE
"Arigato","Julie Bergan","pop","4","pop",TRUE
"Not Too Young, Pt. 2","Sabina Ddumba","pop","4","pop",TRUE
"Comme d'habitude","Claude François","electronic","4","pop",FALSE
"Worth Something","Isac Elliot","pop","4","pop",TRUE
"High","Jesper Jenset","pop","4","pop",TRUE
"女人的弱點","Sally Yeh","cantopop","4","pop",FALSE
"Euphoria","Loreen","pop","4","pop",TRUE
"Todo Cambió","Camila","rock","4","pop",FALSE
"Astro","Kenneth C M Young","gaming","4","pop",FALSE
"Million Miles Away - Edit","Vantage, Milk Talk","funk","4","pop",FALSE
"情人","Beyond","cantopop","4","pop",FALSE
"早班火車","Beyond","cantopop","4","pop",FALSE
"Aa Vasant Rajni","Meghdeep Bose","indian","4","pop",FALSE
"Alive","Madden","pop","4","pop",TRUE
"Lvst","Flammy","funk","4","pop",FALSE
"Elle Danse sexy","Sisi K, BB Model","electronic","4","pop",FALSE
"Jaa Kaga","Abby V, Ricky Kej, Benny Dayal","indian","4","pop",FALSE
"Garaj Garaj Jugalbandi","Shankar-Ehsaan-Loy, Farid Hasan, Mohammed Aman","indian","4","pop",FALSE
"Garjat Aayi Re - Miyan Malhaar - Teentaal","Jazim Sharma, Kumar Sharma, Kathak Rockers","indian","4","pop",FALSE
"Brooklyn Baby","Lana Del Rey","ambient","4","pop",FALSE
"Would That I","Hozier","ambient","4","pop",FALSE
"La Playa","Myke Towers","latin","4","pop",FALSE
"5AM","Volver","latin","4","pop",FALSE
"Alltid god","Impuls","pop","4","pop",TRUE
"Munda Inj Da Nahi","Surjit Bhullar, Mista Baaz","indian","4","pop",FALSE
"Save Me","Kaskade, Lauren L'aimant","electronic","4","pop",FALSE
"In My Head","Trilucid","electronic","4","pop",FALSE
"STFU","Julie Bergan","pop","4","pop",TRUE
"Gutt","Sippy Gill, Mxrci","indian","4","pop",FALSE
"Sherwood Forest","Nora En Pure","electronic","4","pop",FALSE
"Gadaar","Korala Maan, Youngstarr Pop Boy","indian","4","pop",FALSE
"Losing You","Oscar Stembridge","pop","4","pop",TRUE
"24","SKAAR","pop","4","pop",TRUE
"Trihte","Kimberley Tell","latin","4","pop",FALSE
"Jaya Jaya - Dhanyasi - Adi","Tyagaraja, M. Balamuralikrishna","indian","4","pop",FALSE
"Lust","Lil Skies","hip-hop","4","pop",FALSE
"Goodbyes (feat. Young Thug)","Post Malone, Young Thug","hip-hop","4","pop",FALSE
"Indulgence","Nora En Pure","electronic","4","pop",FALSE
"Like I Used To","Steven Weston, Låpsley","electronic","4","pop",FALSE
"Suffocation","Crystal Castles","electronic","4","pop",FALSE
"Waves (feat. Grace Tither)","BLOND:ISH, Grace Tither","electronic","4","pop",FALSE
"Conceited","Lil Uzi Vert","hip-hop","4","pop",FALSE
"Lonely","Nils Hoffmann, Rae Morris","electronic","4","pop",FALSE
"Take What You Want (feat. Ozzy Osbourne & Travis Scott)","Post Malone, Ozzy Osbourne, Travis Scott","hip-hop","4","pop",FALSE
"Hold On","Tems","ambient","4","pop",FALSE
"Ballin' (with Roddy Ricch)","Mustard, Roddy Ricch","hip-hop","4","pop",FALSE
"Suicidal","YNW Melly","hip-hop","4","pop",FALSE
"Flaws And Sins","Juice WRLD","hip-hop","4","pop",FALSE
"Up In The Clouds","Skegss","indie","4","pop",FALSE
"Down With Me","Lil Tecca","hip-hop","4","pop",FALSE
"Egyptian Sun","Francis Mercier, Kiesza","electronic","4","pop",FALSE
"Ibiza Blue","Sue Avenue","electronic","4","pop",FALSE
"soso","Omah Lay","latin","4","pop",FALSE
"La Suavecita","La Sonora Dinamita, Alvaro Pava","latin","4","pop",FALSE
"El Muñeco","Brazeros Musical De Durango","latin","4","pop",FALSE
"Salvación","Los Miticos Del Ritmo, Quantic","brazilian","4","pop",FALSE
"Circles","Post Malone","hip-hop","4","pop",FALSE
"16","Baby Keem","hip-hop","4","pop",FALSE
"Chemical","Post Malone","hip-hop","4","pop",FALSE
"LOVE ME","Nissim Black, Oryahh","world","4","pop",FALSE
"Sina","Lakwister, Aweko Brian, Moses rallo","electronic","4","pop",FALSE
"Nothing's Gonna Change My Love for You","George Benson","korean","4","pop",FALSE
"Letha","Thandi Draai, Dj Beekay","electronic","4","pop",FALSE
"La Guera Salome","Fito Olivares y Su Grupo","latin","4","pop",FALSE
"Boyfriend","YEONJUN","korean","4","pop",FALSE
"La Sabrosona","Fito Olivares","latin","4","pop",FALSE
"Stay Alive (Prod. SUGA of BTS)","Jung Kook","korean","4","pop",FALSE
"Me Fui de Vacaciones","Bad Bunny","world","4","pop",FALSE
"¿Dónde Estarás?","Raymix","latin","4","pop",FALSE
"Nunca Es Suficiente","Los Ángeles Azules, Natalia Lafourcade","world","4","pop",FALSE
"Canada - Remix","Magnito, Olamide, Wizzy Flon","arabic","4","pop",FALSE
"Topanga","Trippie Redd","hip-hop","4","pop",FALSE
"Tanta Droga","Eladio Carrion, Arcángel, De La Ghetto","latin","4","pop",FALSE
"Oil in my Head","Black Sherif","ambient","4","pop",FALSE
"Ololufe (feat. Wande Coal)","Wizkid, Wande Coal","arabic","4","pop",FALSE
"Viaje","Farruko","latin","4","pop",FALSE
"Say Yes","Loco, Punch","korean","4","pop",FALSE
"Still Rollin","Shubh","hip-hop","4","pop",FALSE
"Stay Alive (Prod. SUGA of BTS)","Jung Kook","korean","4","pop",FALSE
"Embalao","Farruko, White Star, J. Cross","latin","4","pop",FALSE
"ZONA DEL PERREO","Daddy Yankee, NATTI NATASHA, Becky G","latin","4","pop",FALSE
"MVP","Shubh","hip-hop","4","pop",FALSE
"8 ASLE","Sukha, Chani Nattan, Prodgk, Gurlez Akhtar","hip-hop","4","pop",FALSE
"King Shit","Shubh","hip-hop","4","pop",FALSE
"One Love","Shubh","hip-hop","4","pop",FALSE
"On Top","Karan Aujla","hip-hop","4","pop",FALSE
"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix","Justin Quiles, NATTI NATASHA, Farruko, Lenny Tavárez, Dalex, Zion","latin","4","pop",FALSE
"Temper Temper","Lime Cordiale","rock","4","pop",FALSE
"Fight Song","The Stanfields","punk","4","pop",FALSE
"De Museo","Bad Bunny","latin","4","pop",FALSE
"Descendants Of The Sun (Original Television Soundtrack) Pt.6 - Talk Love","K.Will","korean","4","pop",FALSE
"Move","Adam Port, Stryv, Keinemusik, Orso, Malachiii","electronic","4","pop",FALSE
"La Curiosidad (feat. Dj Nelson, JHAYCO, Lunay & Kendo Kaponi) - Blue Grand Prix Remix","Jay Wheeler, Myke Towers, Rauw Alejandro, DJ Nelson, JHAYCO, Lunay, Kendo Kaponi","latin","4","pop",FALSE
"YO VISTO ASÍ","Bad Bunny","latin","4","pop",FALSE
"Love Me Easy","ANORA, Stick Figure, Walshy Fire","reggae","4","pop",FALSE
"That's Not True","Skip Marley, Damian Marley","reggae","4","pop",FALSE
"PORFA Remix ( Feat. Maluma, Nicky Jam, Sech) - Remix","Feid, J Balvin, Maluma, Nicky Jam, Sech, Justin Quiles","latin","4","pop",FALSE
"Beso (Fruta Fresca)","Wakyin, Carlos Vives","electronic","4","pop",FALSE
"La Tóxica","Farruko","latin","4","pop",FALSE
"Starlight","TAEIL","korean","4","pop",FALSE
"Mwaki","Zerb, Sofiya Nzau","electronic","4","pop",FALSE
"MÁS DE UNA CITA","Bad Bunny, Zion & Lennox","latin","4","pop",FALSE
"Suddenly (feat. Young Jonn)","Seyi Vibez, Young Jonn","arabic","4","pop",FALSE
"Mujer Satisfecha","Zion & Lennox","latin","4","pop",FALSE
"Verde","J Balvin, Sky Rompiendo","latin","4","pop",FALSE
"Can You Feel It","Adam Hawley, Marcus Anderson","jazz","4","pop",FALSE
"Tested, Approved & Trusted","Burna Boy","ambient","4","pop",FALSE
"Sin Ti","King Chango","world","4","pop",FALSE
"Nightcall","Kavinsky","electronic","4","pop",FALSE
"Pero Ya No","Bad Bunny","latin","4","pop",FALSE
"BSOS","Mora Navarro","world","4","pop",FALSE
"Solita","Sech, Farruko, Zion & Lennox","latin","4","pop",FALSE
"Ignorantes","Bad Bunny, Sech","latin","4","pop",FALSE
"Anónimos (feat. Carla Morrison)","Los Pericos, Carla Morrison","world","4","pop",FALSE
"A Bird's Last Look","Macabre Plaza","electronic","4","pop",FALSE
"Fugaz","Connie Isla","world","4","pop",FALSE
"No Contest (Broken kick)","UJeje, UBizza Wethu","afrobeats","4","pop",FALSE
"La Playa - Remix","Myke Towers, Maluma, Farruko","latin","4","pop",FALSE
"Wami (feat. Nia Pearl)","Mas Musiq, Nia Pearl","afrobeats","4","pop",FALSE
"Shorty","Jerry Di","latin","4","pop",FALSE
"Izigqibo Zakho 2.0","Cairo CPT, Minollar","afrobeats","4","pop",FALSE
"Abathakathi","Mshayi & Mr Thela, Rhass","afrobeats","4","pop",FALSE
"CUIDAO POR AHÍ","J Balvin, Bad Bunny","latin","4","pop",FALSE
"A Dios Le Pido","Juanes","rock","4","pop",FALSE
"Es Por Ti","Juanes","rock","4","pop",FALSE
"Luz De Dia","Los Enanitos Verdes","rock","4","pop",FALSE
"Inolvidable","Reik","rock","4","pop",FALSE
"Mientes","Camila","rock","4","pop",FALSE
"maple maple","baba bonet","hip-hop","4","pop",FALSE
"Fotografía","Juanes, Nelly Furtado","rock","4","pop",FALSE
"Practice","GBM Nutron","soca","4","pop",FALSE
"Runaway","Mical Teja","soca","4","pop",FALSE
"Nada Valgo Sin Tu Amor","Juanes","rock","4","pop",FALSE
"Soca Soca","MC Mazzie, DJ CARAI","brazilian","4","pop",FALSE
"Atmosphere","Crying Day Care Choir","folk","4","pop",FALSE
"For What We Love","Gunnhild Sundli, Ski-VM Trondheim 2025","folk","4","pop",FALSE
"Como te extraño mi amor","Café Tacvba","rock","4","pop",FALSE
"Devuélveme a mi chica","Hombres G","rock","4","pop",FALSE
"Tokyo Lights","Shuko, FLKS","jazz","4","pop",FALSE
"Holy Spirit","Sunmisola Agbebi","gospel","4","pop",FALSE
"Clavado en Un Bar","Maná","rock","4","pop",FALSE
"Chammak Challo","Akon, Hamsika Iyer","indian","4","pop",FALSE
"Proper Patola","Badshah, Diljit Dosanjh, Aastha Gill","indian","4","pop",FALSE
"Papaoutai","Stromae","electronic","4","pop",FALSE
"Djadja","Aya Nakamura","electronic","4","pop",FALSE
"Je veux","Zaz","electronic","4","pop",FALSE
"Alors on danse - Radio Edit","Stromae","electronic","4","pop",FALSE
"Worthy of My Praise","Dunsin Oyekan, Lawrence Oyor","gospel","4","pop",FALSE
"Voyage voyage","Desireless","electronic","4","pop",FALSE
"Look what you've done","Greatman Takit","gospel","4","pop",FALSE
"Yeshua - Live","Jesus Image","gospel","4","pop",FALSE
"Formidable","Stromae","electronic","4","pop",FALSE
"Gratitude","Anendlessocean","gospel","4","pop",FALSE
"Seya","SativaMusic, Morad, GIMS","electronic","4","pop",FALSE
"Tous les mêmes","Stromae","electronic","4","pop",FALSE
"Labios Compartidos","Maná","rock","4","pop",FALSE
"Solitaire","Werenoi","electronic","4","pop",FALSE
"Imagine","Carbonne","electronic","4","pop",FALSE
"Turn It Up / No Longer a Slave / Made a Way / Ekwueme (Medley) [Live]","Big Bolaji","gospel","4","pop",FALSE
"Bumbum granada","MC's Zaac, Jerry Smith","brazilian","4","pop",FALSE
"Altar (Hosanna)","Oba Reengy, Limoblaze, Gaise Baba","gospel","4","pop",FALSE
"Tieduprightnow","Parcels","indie","4","pop",FALSE
"Borderline","Tame Impala","indie","4","pop",FALSE
"Oysters In My Pocket","Royel Otis","indie","4","pop",FALSE
"Is It True","Tame Impala","indie","4","pop",FALSE
"KU LO SA - A COLORS SHOW","Oxlade","latin","4","pop",FALSE
"Calm Down","Rema","latin","4","pop",FALSE
"Rush","Ayra Starr","latin","4","pop",FALSE
"Cumbia Sobre el Mar","Quantic, Flowering Inferno","brazilian","4","pop",FALSE
"OLÙGBÈJÀ","Veekee James, Shallom Matthew, OBA","gospel","4","pop",FALSE
"I Get Backing","Victoria Orenze","gospel","4","pop",FALSE
"UNAVAILABLE (feat. Musa Keys)","Davido, Musa Keys","latin","4","pop",FALSE
"People","Libianca","latin","4","pop",FALSE
"Lut Gaye","Jubin Nautiyal, Emraan Hashmi","indian","4","pop",FALSE
"KANTE (feat. Fave)","Davido, FAVE","latin","4","pop",FALSE
"Daaku","Young Stunners, Bohemia","hip-hop","4","pop",FALSE
"Kafamın İçi","Ebru Yaşar, Siyam, Zeyd","turkish","4","pop",FALSE
"Fortunate Son","Creedence Clearwater Revival","rock","4","pop",FALSE
"Cumbia Sobre el Mar - El Búho Remix","El Búho, Quantic","brazilian","4","pop",FALSE
"Inmortales (Body Move) - El Búho Remix","Nickodemus, Fémina, El Búho","brazilian","4","pop",FALSE
"GÜZEL VE İDDİALI","BLOK3","turkish","4","pop",FALSE
"I'll Be Missing You (feat. Faith Evans & 112) - 2014 Remaster","Diddy, 112, Faith Evans","hip-hop","4","pop",FALSE
"Brighter","Zusha","world","4","pop",FALSE
"Ani Maamin","TAI","world","4","pop",FALSE
"נקודות","שמואל","world","4","pop",FALSE
"Equinoccio (feat. Huaira)","Nicola Cruz, Huaira","brazilian","4","pop",FALSE
"Before I Go","DJ Kraz, Isaac Ben","world","4","pop",FALSE
"Ocean Lights","George Knight","rock","4","pop",FALSE
"I Feel","Beka O","rock","4","pop",FALSE
"Forró Do Embolaxado","As Galvão","brazilian","4","pop",FALSE
"Happiness (feat. Asake & Gunna)","Sarz, Asake, Gunna","arabic","4","pop",FALSE
"Timeless","Byron Juane, Kenyon Dixon","soul","4","pop",FALSE
"Wahala","Naira Marley","arabic","4","pop",FALSE
"Foguete","Mariana Aydar","brazilian","4","pop",FALSE
"Ein Od Milvado","Mordechai Shapiro","world","4","pop",FALSE
"Maple Syrup","The Backseat Lovers","rock","4","pop",FALSE
